author,title,patch,project,contribution_type,date,commit,issue
barraponto,,,/project/flag,commit,2012-12-09 19:20:00+00:00,http://drupalcode.org/project/flag.git/commit/a97abff,/node/1817644
barraponto,,,/project/flag,commit,2012-12-09 09:58:00+00:00,http://drupalcode.org/project/flag.git/commit/de32b00,/node/1817644
barraponto,,,/project/flag,commit,2012-12-09 09:58:00+00:00,http://drupalcode.org/project/flag.git/commit/1b0586e,/node/1817644
barraponto,,https://www.drupal.org/files/issues/date-set_default_increment_value_for_date_text_widgets-1355256-40.patch,/project/date,patch,2014-07-05 01:25:00+00:00,,https://www.drupal.org/node/1355256
barraponto,Drush Radix should work without enabling Radix theme,,/project/radix,issue,2014-03-22 16:09:00+00:00,,https://www.drupal.org/node/2223703
barraponto,,https://www.drupal.org/files/feeds_tamper-1358578-11-multi-keyword-filter.patch,/project/feeds_tamper,patch,2012-12-24 12:26:00+00:00,,https://www.drupal.org/node/1358578
barraponto,Menu doesn't show up in admin/config/development,,/project/bootstrap_library,issue,2014-07-22 02:31:00+00:00,,https://www.drupal.org/node/2307267
barraponto,,https://www.drupal.org/files/issues/bootstrap_library-jquery_version_check-2244553-1.patch,/project/bootstrap_library,patch,2014-07-22 02:58:00+00:00,,https://www.drupal.org/node/2244553
barraponto,,https://www.drupal.org/files/issues/radix-textinput.png,/project/radix,patch,2014-04-03 23:43:00+00:00,,https://www.drupal.org/node/2223365
barraponto,,https://www.drupal.org/files/issues/radix-textformat.png,/project/radix,patch,2014-04-03 23:44:00+00:00,,https://www.drupal.org/node/2223365
barraponto,,https://www.drupal.org/files/issues/composed_field-choose_composed_fields_components_to_display_in_views-2224943-3.patch,/project/composed_field,patch,2014-03-24 21:56:00+00:00,,https://www.drupal.org/node/2224943
barraponto,,,/project/fb_social_links,commit,2012-10-22 18:05:00+00:00,http://drupalcode.org/project/fb_social_links.git/commit/832a82a,
barraponto,,https://www.drupal.org/files/issues/bootstrap_library-configuration_menu_item_misdeclared_as_local_task-2307267-1.patch,/project/bootstrap_library,patch,2014-07-22 02:35:00+00:00,,https://www.drupal.org/node/2307267
barraponto,,https://www.drupal.org/files/phone-feeds-support-1361084-19.patch,/project/phone,patch,2012-11-21 17:26:00+00:00,,https://www.drupal.org/node/1361084
barraponto,,,/project/flag_ajax_confirm,commit,2012-10-19 01:40:00+00:00,http://drupalcode.org/project/flag_ajax_confirm.git/commit/9ed6b83,
barraponto,,,/project/bean,commit,2012-09-11 20:50:00+00:00,http://drupalcode.org/project/bean.git/commit/fb86d1c,/node/1611676
barraponto,,,/project/bean,commit,2012-08-25 10:26:00+00:00,http://drupalcode.org/project/bean.git/commit/6c49e1d,/node/1753406
barraponto,,,/project/ccl,commit,2012-08-21 18:43:00+00:00,http://drupalcode.org/project/ccl.git/commit/fcf9b17,/node/1630556
barraponto,,https://www.drupal.org/files/panopoly_pages-panelizer_default_permissions-1837312-26.patch,/project/panopoly,patch,2013-08-27 04:53:00+00:00,,https://www.drupal.org/node/1837312
barraponto,,https://www.drupal.org/files/hide-empty-field-collections-1276258-33_0.patch,/project/field_collection,patch,2012-09-25 13:42:00+00:00,,https://www.drupal.org/node/1276258
barraponto,Detect loaded library and provide proper support,,/project/markdown,issue,2013-04-08 20:08:00+00:00,,https://www.drupal.org/node/1964892
barraponto,Add permissions to Landing Pages,,/project/panopoly,issue,2014-03-13 04:28:00+00:00,,https://www.drupal.org/node/2216791
barraponto,Conflict with Zen 2.1,,/project/toolbar,issue,2011-08-14 02:40:00+00:00,,https://www.drupal.org/node/1248670
barraponto,,https://www.drupal.org/files/issues/radix-responsive_ctools_categories.patch,/project/radix,patch,2014-02-25 20:49:00+00:00,,https://www.drupal.org/node/2190325
barraponto,,,/project/bean_examples,commit,2012-07-04 01:50:00+00:00,http://drupalcode.org/project/bean_examples.git/commit/940b631,
barraponto,,,/project/nodeformcols,commit,2012-06-12 19:09:00+00:00,http://drupalcode.org/project/nodeformcols.git/commit/10933dd,/node/1287452
barraponto,,,/project/bean,commit,2012-05-23 14:43:00+00:00,http://drupalcode.org/project/bean.git/commit/4ad9a5a,/node/1535444
barraponto,,https://www.drupal.org/files/field_collection-completely-hide-empty-1276258-64.patch,/project/field_collection,patch,2013-10-11 11:38:00+00:00,,https://www.drupal.org/node/1276258
barraponto,,https://www.drupal.org/files/issues/1248670-toolbar-zen-conflict-1.patch,/project/toolbar,patch,2011-08-14 02:47:00+00:00,,https://www.drupal.org/node/1248670
barraponto,,https://www.drupal.org/files/issues/1248670-toolbar-zen-conflict-2.patch,/project/toolbar,patch,2011-08-15 17:28:00+00:00,,https://www.drupal.org/node/1248670
barraponto,,https://www.drupal.org/files/issues/radix-iterate_over_link_elements-2201773-4.patch,/project/radix,patch,2014-03-21 20:08:00+00:00,,https://www.drupal.org/node/2201773
barraponto,,https://www.drupal.org/files/form_builder-select_or_other_integration-1575064-19.patch,/project/form_builder,patch,2013-04-16 14:20:00+00:00,,https://www.drupal.org/node/1575064
barraponto,,https://www.drupal.org/files/pjax-updated_pjax_api-1846300-6.patch,/project/pjax,patch,2013-07-30 00:51:00+00:00,,https://www.drupal.org/node/1846300
barraponto,Wildcards in body classes,,/project/drupal,issue,2011-08-08 15:19:00+00:00,,https://www.drupal.org/node/1242908
barraponto,,https://www.drupal.org/files/pjax-updated_pjax_api-1846300-6_0.patch,/project/pjax,patch,2013-07-30 00:58:00+00:00,,https://www.drupal.org/node/1846300
barraponto,,https://www.drupal.org/files/issues/1242908-remove-wildcard-suggestions-from-body-classes-4.patch,/project/drupal,patch,2011-08-08 19:34:00+00:00,,https://www.drupal.org/node/1242908
barraponto,,https://www.drupal.org/files/issues/1242908-remove-wildcard-suggestions-from-body-classes-6.patch,/project/drupal,patch,2011-08-09 16:21:00+00:00,,https://www.drupal.org/node/1242908
barraponto,,https://www.drupal.org/files/wildcards-in-body-classes-1242908-16.patch,/project/drupal,patch,2012-08-19 17:17:00+00:00,,https://www.drupal.org/node/1242908
barraponto,,,/sandbox/barraponto/1537420,commit,2012-04-17 21:05:00+00:00,http://drupalcode.org/sandbox/barraponto/1537420.git/commit/660dfdc,
barraponto,,,/sandbox/barraponto/1537420,commit,2012-04-17 01:01:00+00:00,http://drupalcode.org/sandbox/barraponto/1537420.git/commit/105bcd5,
barraponto,,,/sandbox/barraponto/1537420,commit,2012-04-17 01:00:00+00:00,http://drupalcode.org/sandbox/barraponto/1537420.git/commit/dd36767,
barraponto,,,/project/oauth,commit,2012-04-13 23:58:00+00:00,http://drupalcode.org/project/oauth.git/commit/8e2d9d8,/node/1529166
barraponto,,https://www.drupal.org/files/webform-select_or_other_integration_issues-1337514-18.patch,/project/webform,patch,2013-04-16 14:38:00+00:00,,https://www.drupal.org/node/1337514
barraponto,,https://www.drupal.org/files/1054604-disqus-proper-locale-support-12.patch,/project/disqus,patch,2012-03-22 20:17:00+00:00,,https://www.drupal.org/node/1054604
barraponto,,,/sandbox/barraponto/1525732,commit,2012-04-12 02:18:00+00:00,http://drupalcode.org/sandbox/barraponto/1525732.git/commit/854443e,
barraponto,,,/sandbox/barraponto/1525732,commit,2012-04-10 17:25:00+00:00,http://drupalcode.org/sandbox/barraponto/1525732.git/commit/010c9b7,
barraponto,,,/sandbox/barraponto/1525732,commit,2012-04-10 17:25:00+00:00,http://drupalcode.org/sandbox/barraponto/1525732.git/commit/e762113,
barraponto,,,/sandbox/barraponto/1525732,commit,2012-04-10 17:21:00+00:00,http://drupalcode.org/sandbox/barraponto/1525732.git/commit/0d0d699,
barraponto,,https://www.drupal.org/files/1054604-disqus-proper-locale-support-13.patch,/project/disqus,patch,2012-03-22 23:45:00+00:00,,https://www.drupal.org/node/1054604
barraponto,,,/sandbox/barraponto/1525732,commit,2012-04-10 17:21:00+00:00,http://drupalcode.org/sandbox/barraponto/1525732.git/commit/e958663,/node/039
barraponto,,,/sandbox/barraponto/1525732,commit,2012-04-10 17:20:00+00:00,http://drupalcode.org/sandbox/barraponto/1525732.git/commit/d074238,
barraponto,,,/sandbox/barraponto/1525732,commit,2012-04-10 16:33:00+00:00,http://drupalcode.org/sandbox/barraponto/1525732.git/commit/c3767d0,
barraponto,,,/sandbox/barraponto/1525732,commit,2012-04-10 15:52:00+00:00,http://drupalcode.org/sandbox/barraponto/1525732.git/commit/6b1718e,
barraponto,,https://www.drupal.org/files/issues/Screenshot%20from%202014-03-10%2015%3A08%3A45.png,/project/radix,patch,2014-03-10 18:24:00+00:00,,https://www.drupal.org/node/2190535
barraponto,File and Image fields don't preview properly,,/project/panopoly,issue,2014-03-13 21:14:00+00:00,,https://www.drupal.org/node/2217469
barraponto,,https://www.drupal.org/files/drupal-fix_pdoexception_grant_permissions-737816-36-do-not-test.patch,/project/drupal,patch,2013-04-11 07:24:00+00:00,,https://www.drupal.org/node/737816
barraponto,Breaks non-layouted pages,,/project/radix_layouts,issue,2014-02-27 00:44:00+00:00,,https://www.drupal.org/node/2206167
barraponto,,,/sandbox/barraponto/1525732,commit,2012-04-10 15:51:00+00:00,http://drupalcode.org/sandbox/barraponto/1525732.git/commit/53a4e57,
barraponto,,,/sandbox/barraponto/1525732,commit,2012-04-10 15:51:00+00:00,http://drupalcode.org/sandbox/barraponto/1525732.git/commit/21435ef,
barraponto,,https://www.drupal.org/files/issues/radix-radix_layouts_css-2206167-3.patch,/project/radix_layouts,patch,2014-02-27 19:08:00+00:00,,https://www.drupal.org/node/2206167
barraponto,,https://www.drupal.org/files/issues/radix-radix_layouts_css-2206167-6.patch,/project/radix_layouts,patch,2014-03-12 21:53:00+00:00,,https://www.drupal.org/node/2206167
barraponto,,https://www.drupal.org/files/fb_social-add-openssl-to-requirements-1605920.patch,/project/fb_social,patch,2012-10-22 04:47:00+00:00,,https://www.drupal.org/node/1605920
barraponto,,,/project/ds,commit,2012-04-07 14:30:00+00:00,http://drupalcode.org/project/ds.git/commit/0e6e88f,/node/1276780
barraponto,,,/project/ds,commit,2012-04-07 14:16:00+00:00,http://drupalcode.org/project/ds.git/commit/4a91151,/node/1276780
barraponto,,,/sandbox/barraponto/1140004,commit,2012-03-22 06:25:00+00:00,http://drupalcode.org/sandbox/barraponto/1140004.git/commit/0276b35,
barraponto,,,/sandbox/barraponto/1140004,commit,2012-03-22 06:14:00+00:00,http://drupalcode.org/sandbox/barraponto/1140004.git/commit/7f75ead,
barraponto,Let themers override the IPE rendering,,/project/panels,issue,2014-07-19 02:26:00+00:00,,https://www.drupal.org/node/2306017
barraponto,,https://www.drupal.org/files/issues/panels-panels_ipe_render_output_is_a_pain_to_override-2306017-1.patch,/project/panels,patch,2014-07-19 02:28:00+00:00,,https://www.drupal.org/node/2306017
barraponto,,https://www.drupal.org/files/drupal-update-css-tabs-1825446-13.patch,/project/drupal,patch,2012-10-28 23:32:00+00:00,,https://www.drupal.org/node/1825446
barraponto,,,/sandbox/barraponto/1140004,commit,2012-03-22 06:04:00+00:00,http://drupalcode.org/sandbox/barraponto/1140004.git/commit/9e588d8,
barraponto,,,/sandbox/barraponto/1140004,commit,2012-03-22 05:54:00+00:00,http://drupalcode.org/sandbox/barraponto/1140004.git/commit/72550c0,
barraponto,,,/sandbox/barraponto/1140004,commit,2012-03-22 05:50:00+00:00,http://drupalcode.org/sandbox/barraponto/1140004.git/commit/5d4a901,
barraponto,,,/sandbox/barraponto/1140004,commit,2012-03-22 05:37:00+00:00,http://drupalcode.org/sandbox/barraponto/1140004.git/commit/e570b1d,
barraponto,,,/sandbox/barraponto/1140004,commit,2012-03-22 05:34:00+00:00,http://drupalcode.org/sandbox/barraponto/1140004.git/commit/2a60a5f,
barraponto,,,/sandbox/barraponto/1140004,commit,2012-03-22 05:33:00+00:00,http://drupalcode.org/sandbox/barraponto/1140004.git/commit/7e1f389,
barraponto,,,/sandbox/barraponto/1140004,commit,2012-03-22 05:25:00+00:00,http://drupalcode.org/sandbox/barraponto/1140004.git/commit/d0f2e48,
barraponto,,https://www.drupal.org/files/issues/drupal-rename_layout_classes-1054616-24.patch,/project/drupal,patch,2014-02-09 22:29:00+00:00,,https://www.drupal.org/node/1912610
barraponto,,https://www.drupal.org/files/ban-1944910-20.patch,/project/drupal,patch,2013-05-23 12:52:00+00:00,,https://www.drupal.org/node/1944910
barraponto,"[policy, no patch] Use layout- prefixes instead of l- in CSS Coding Standards",,/project/drupal,issue,2014-02-28 14:15:00+00:00,,https://www.drupal.org/node/2207647
barraponto,,https://www.drupal.org/files/ban-1944910-20_0.patch,/project/drupal,patch,2013-05-23 12:55:00+00:00,,https://www.drupal.org/node/1944910
barraponto,,https://www.drupal.org/files/issues/Screenshot%20from%202014-03-14%2004%3A02%3A45.png,/project/drupal,patch,2014-03-14 07:05:00+00:00,,https://www.drupal.org/node/2217669
barraponto,Coder Review,,/project/inline_registration,issue,2014-01-02 23:59:00+00:00,,https://www.drupal.org/node/2166139
barraponto,,https://www.drupal.org/files/issues/inline_registration-coder_review-2166139-1.patch,/project/inline_registration,patch,2014-01-03 00:02:00+00:00,,https://www.drupal.org/node/2166139
barraponto,,https://www.drupal.org/files/drupal-remove_the_http_equivcleartype-1717090-24.patch,/project/drupal,patch,2013-07-31 02:33:00+00:00,,https://www.drupal.org/node/1717090
barraponto,Move tabledrag CSS into system.admin.css,,/project/drupal,issue,2012-08-24 09:22:00+00:00,,https://www.drupal.org/node/1750134
barraponto,Spam Report,,/project/issues/webmasters,issue,2014-08-28 12:44:00+00:00,,https://www.drupal.org/node/2329153
barraponto,,https://www.drupal.org/files/issues/drupal-default_taxonomyautocompletewidget_value-2193237-10.patch,/project/drupal,patch,2014-02-14 03:40:00+00:00,,https://www.drupal.org/node/2193237
barraponto,,https://www.drupal.org/files/drush-iq-provide-drush-option-to-randomize-1560078-4.patch,/project/devel,patch,2013-08-28 18:11:00+00:00,,https://www.drupal.org/node/1560078
barraponto,,https://www.drupal.org/files/devel-provide-drush-option-1560078-5.patch,/project/devel,patch,2013-08-30 17:35:00+00:00,,https://www.drupal.org/node/1560078
barraponto,,,/sandbox/barraponto/1140004,commit,2012-03-22 05:19:00+00:00,http://drupalcode.org/sandbox/barraponto/1140004.git/commit/916de16,
barraponto,,,/sandbox/barraponto/1140004,commit,2012-03-22 05:09:00+00:00,http://drupalcode.org/sandbox/barraponto/1140004.git/commit/a2396bc,
barraponto,,,/sandbox/barraponto/1140004,commit,2012-03-22 04:57:00+00:00,http://drupalcode.org/sandbox/barraponto/1140004.git/commit/7153b5a,
barraponto,,,/sandbox/barraponto/1140004,commit,2012-03-22 04:45:00+00:00,http://drupalcode.org/sandbox/barraponto/1140004.git/commit/b1db23d,
barraponto,,,/sandbox/barraponto/1140004,commit,2012-03-22 04:35:00+00:00,http://drupalcode.org/sandbox/barraponto/1140004.git/commit/d367ddb,
barraponto,,,/sandbox/barraponto/1140004,commit,2012-03-22 03:59:00+00:00,http://drupalcode.org/sandbox/barraponto/1140004.git/commit/e0b1b1d,
barraponto,,,/sandbox/barraponto/1140004,commit,2012-03-22 03:58:00+00:00,http://drupalcode.org/sandbox/barraponto/1140004.git/commit/0d8b13c,
barraponto,,,/sandbox/barraponto/1477800,commit,2012-03-15 02:19:00+00:00,http://drupalcode.org/sandbox/barraponto/1477800.git/commit/1e47c8d,
barraponto,,,/sandbox/barraponto/1477800,commit,2012-03-15 02:19:00+00:00,http://drupalcode.org/sandbox/barraponto/1477800.git/commit/cbe6131,
barraponto,,,/sandbox/barraponto/1477800,commit,2012-03-15 00:55:00+00:00,http://drupalcode.org/sandbox/barraponto/1477800.git/commit/a6224b7,
barraponto,,,/sandbox/barraponto/1477800,commit,2012-03-15 00:22:00+00:00,http://drupalcode.org/sandbox/barraponto/1477800.git/commit/95cb494,
barraponto,,,/sandbox/barraponto/1477800,commit,2012-03-15 00:09:00+00:00,http://drupalcode.org/sandbox/barraponto/1477800.git/commit/58dd8c6,
barraponto,,,/sandbox/barraponto/1477800,commit,2012-03-14 22:56:00+00:00,http://drupalcode.org/sandbox/barraponto/1477800.git/commit/d1e586b,
barraponto,,,/sandbox/barraponto/1477800,commit,2012-03-14 22:56:00+00:00,http://drupalcode.org/sandbox/barraponto/1477800.git/commit/cf862cf,
barraponto,,,/sandbox/barraponto/1477800,commit,2012-03-14 22:56:00+00:00,http://drupalcode.org/sandbox/barraponto/1477800.git/commit/6313a90,
barraponto,,,/sandbox/barraponto/1477800,commit,2012-03-14 22:56:00+00:00,http://drupalcode.org/sandbox/barraponto/1477800.git/commit/8a0029c,
barraponto,,,/sandbox/barraponto/1477800,commit,2012-03-14 22:56:00+00:00,http://drupalcode.org/sandbox/barraponto/1477800.git/commit/37c6cc3,
barraponto,,,/sandbox/barraponto/1477800,commit,2012-03-14 22:56:00+00:00,http://drupalcode.org/sandbox/barraponto/1477800.git/commit/f5e189a,
barraponto,,,/sandbox/barraponto/1477800,commit,2012-03-14 22:56:00+00:00,http://drupalcode.org/sandbox/barraponto/1477800.git/commit/f5779a2,
barraponto,,,/sandbox/barraponto/1477800,commit,2012-03-14 22:56:00+00:00,http://drupalcode.org/sandbox/barraponto/1477800.git/commit/7771c22,
barraponto,,https://www.drupal.org/files/drupal-153313-form-data-back-button-77.patch,/project/drupal,patch,2012-11-16 13:34:00+00:00,,https://www.drupal.org/node/153313
barraponto,,,/sandbox/barraponto/1477800,commit,2012-03-14 22:56:00+00:00,http://drupalcode.org/sandbox/barraponto/1477800.git/commit/70683c2,
barraponto,,,/sandbox/barraponto/1477800,commit,2012-03-14 22:56:00+00:00,http://drupalcode.org/sandbox/barraponto/1477800.git/commit/40fcc52,
